gene_symbol,Zyg11b
analysis_id,p9kko9f1c7183bw
mouse_strain,C57BL
parameter_name,Total cholesterol
mouse_life_stage,E18.5
pvalue,0.1607223
parameter_id,HMGULA_CBC_015_001
gene_accession_id,MGI:2685277
