gene_symbol,Tnni1
mouse_strain,C57BL
analysis_id,l27601267w4x7kq
parameter_id,MGP_IMM_071_001
pvalue,1.064693
mouse_life_stage,Early adult
gene_accession_id,MGI:105073
parameter_name,Total CD4+ T cells - % of CD45+
