gene_symbol,Ubxn11
parameter_id,MGP_IMM_028_001
pvalue,0.9969929
gene_accession_id,MGI:1914836
mouse_strain,C57BL
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
mouse_life_stage,Early adult
analysis_id,b1gb3370k05pz9t
