parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
analysis_id,u3o5816trsf4613
pvalue,0.2219553
mouse_strain,C57BL
gene_symbol,Ivd
gene_accession_id,MGI:1929242
mouse_life_stage,Early adult
