parameter_id,MGP_MLN_014_001
parameter_name,Resting CD8+ T cells - % of CD8+
pvalue,0.08711041
gene_symbol,Dmap1
mouse_strain,C57BL
gene_accession_id,MGI:1913483
analysis_id,3a8p6sppax59m5f
mouse_life_stage,E12.5
