gene_symbol,Nucks1
mouse_strain,C57BL
parameter_id,MGP_IMM_129_001
pvalue,0.6298685
gene_accession_id,MGI:1934811
analysis_id,2y3n9mm23k314b5
mouse_life_stage,Late adult
parameter_name,CD11b-high cDC - % of CD45+
