gene_symbol,Zyg11b
mouse_strain,C57BL
gene_accession_id,MGI:2685277
pvalue,0.1345344
parameter_id,MGP_IMM_041_001
analysis_id,4g4w3dq2625xuo7
parameter_name,Total B cells - % of CD45+
mouse_life_stage,E18.5
