gene_symbol,Cds2
pvalue,0.7786494
analysis_id,396yy56eb3i30mm
gene_accession_id,MGI:1332236
mouse_strain,129SV
parameter_name,KLRG1+ mature NK cell number
mouse_life_stage,Early adult
parameter_id,MGP_PBI_031_001
