parameter_name,Lens Opacity
pvalue,0.6018318
analysis_id,r12i134psv905o4
gene_accession_id,MGI:1918025
parameter_id,IMPC_EYE_017_001
gene_symbol,Zmynd8
mouse_strain,129SV
mouse_life_stage,Early adult
