gene_symbol,Bpifa3
mouse_strain,C57BL
parameter_name,KLRG1+ mature NK cell number
mouse_life_stage,Early adult
pvalue,0.1367137
analysis_id,24z7921891ub624
parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:1920638
