mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,PP4 + pulse startle magnitude
pvalue,0.9779882
analysis_id,8nb9m2y7d672908
gene_symbol,Ints7
gene_accession_id,MGI:1924315
parameter_id,ESLIM_011_001_010
