parameter_id,HMGULA_CBC_016_001
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,HDL-cholesterol
pvalue,0.1744437
gene_symbol,Wars2
analysis_id,0h16t3epapm66r4
