mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,r819362dc26yj29
gene_accession_id,MGI:1345282
pvalue,0.6842905
gene_symbol,Slc30a4
parameter_name,Alpha beta T cell percentage
parameter_id,MGP_PBI_002_001
