gene_symbol,Col11a1
gene_accession_id,MGI:88446
parameter_name,Distance travelled - total
pvalue,0.8011322
parameter_id,JAXLA_OFD_020_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,06f66v989n92f94
