parameter_name,Startle response
parameter_id,IMPC_CSD_036_001
mouse_life_stage,Late adult
analysis_id,zoqs10n426kl65m
mouse_strain,C57BL
gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,0.2328784
