gene_symbol,Hpca
pvalue,0.7341642
parameter_name,Fat mass
analysis_id,sdfp53908hi7lx8
gene_accession_id,MGI:1336200
parameter_id,IMPC_DXA_002_001
mouse_strain,C57BL
mouse_life_stage,Late adult
