parameter_id,MGP_PBI_031_001
mouse_strain,C57BL
gene_accession_id,MGI:1913838
analysis_id,ta6mj1w3a737xyf
mouse_life_stage,Early adult
gene_symbol,Cmpk1
parameter_name,KLRG1+ mature NK cell number
pvalue,0.9407791
