parameter_name,Chloride
mouse_strain,C57BL
pvalue,0.7406888
gene_symbol,Arpc2
parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
analysis_id,zh85fuf15phe44z
