analysis_id,x87d4y31620hevp
gene_symbol,Ola1
mouse_life_stage,E18.5
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:1914309
parameter_id,IMPC_CSD_007_001
mouse_strain,C57BL
pvalue,1.131676
