mouse_strain,C57BL
gene_symbol,Arpc2
parameter_id,MGP_IMM_070_001
parameter_name,Total ab T cells - % of CD45+
pvalue,0.8607413
analysis_id,9e29csa2ce7jj3v
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
