parameter_id,IMPC_XRY_025_001
mouse_life_stage,Early adult
parameter_name,Tibia
analysis_id,602612t8d3yw5ah
pvalue,0.4211845
mouse_strain,C57BL
gene_accession_id,MGI:2651854
gene_symbol,Atg4c
