gene_symbol,Fgb
analysis_id,024y80ra70175eo
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
pvalue,0.9266315
parameter_name,Red blood cell count
mouse_strain,C57BL
parameter_id,ESLIM_016_001_002
