parameter_name,LVIDd
pvalue,0.2081871
mouse_strain,C57BL
gene_symbol,Eprs1
parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
analysis_id,59ptxg64bfg85ej
