mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_MLN_010_001
gene_symbol,Rab22a
gene_accession_id,MGI:105072
pvalue,0.8548914
parameter_name,Resting Treg cells - % of Treg
analysis_id,3w11e94j652w6dg
