mouse_life_stage,Late adult
parameter_id,MGP_IMM_129_001
gene_symbol,Tbl1xr1
mouse_strain,C57BL
pvalue,0.7331951
parameter_name,CD11b-high cDC - % of CD45+
analysis_id,z1ifhp45uaaosyx
gene_accession_id,MGI:2441730
