gene_symbol,Hnf4a
mouse_life_stage,Late adult
analysis_id,fwsz341we495q6s
parameter_name,Magnesium
gene_accession_id,MGI:109128
mouse_strain,C57BL
pvalue,0.2102448
parameter_id,M-G-P_025_001_030
