parameter_id,MGP_CSD_008_001
gene_symbol,Cdin1
parameter_name,Startle response
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.08318308
analysis_id,k1452e9yyy738r8
gene_accession_id,MGI:3026886
