gene_symbol,Mecom
analysis_id,592xfr81018vx8u
pvalue,0.6700215
mouse_strain,C57BL
parameter_id,MGP_PBI_019_001
gene_accession_id,MGI:95457
mouse_life_stage,E15.5
parameter_name,Neutrophil percentage
