gene_symbol,Hspa5
mouse_life_stage,E12.5
analysis_id,ai3h73g85c5pv5m
pvalue,1.321698
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_id,M-G-P_005_001_004
parameter_name,Bone Mineral Density (excluding skull)
