gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.1539956
parameter_name,DN CD25- NKT cells
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,69312h43d3o0hr0
parameter_id,IMPC_IMM_025_001
