mouse_life_stage,E9.5
parameter_id,IMPC_GRS_008_001
gene_symbol,Hspa5
pvalue,0.9406312
gene_accession_id,MGI:95835
parameter_name,Forelimb grip strength measurement mean
analysis_id,d21o809934p397v
mouse_strain,C57BL
