gene_symbol,Mecom
parameter_name,Creatinine
analysis_id,270gork6j1k1o39
pvalue,0.4621783
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:95457
parameter_id,IMPC_CBC_005_001
