mouse_strain,129SV
gene_accession_id,MGI:2385884
pvalue,0.7690347
analysis_id,65nn289216q754r
parameter_name,Coat - color pattern - back
parameter_id,HRWLLA_CSD_008_001
mouse_life_stage,Early adult
gene_symbol,Ddx27
