gene_symbol,AU040320
mouse_life_stage,Late adult
analysis_id,ae3yv4v74o64291
pvalue,0.9467105
parameter_name,Limb coat/hair presence
mouse_strain,C57BL
gene_accession_id,MGI:2140475
parameter_id,MGP_CSD_030_001
