parameter_name,Calcium
analysis_id,m949hq73c47x5j6
gene_accession_id,MGI:1346088
pvalue,0.6361214
mouse_strain,C57BL
parameter_id,HMGULA_CBC_009_001
gene_symbol,Cd52
mouse_life_stage,Early adult
