parameter_name,Eye
mouse_life_stage,Early adult
gene_accession_id,MGI:1916363
mouse_strain,C57BL
gene_symbol,Alkbh3
analysis_id,z6g2yc1754145uo
parameter_id,M-G-P_014_001_001
pvalue,0.434202
