parameter_name,Distance travelled - total
analysis_id,t7t9iu01484g0f7
mouse_strain,C57BL
pvalue,0.09482189
gene_symbol,Cntfr
parameter_id,IMPC_OFD_020_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
