mouse_strain,C57BL
parameter_id,MGP_PBI_015_001
gene_symbol,Eprs1
pvalue,0.294383
mouse_life_stage,E12.5
parameter_name,IgD+ mature B cell percentage
gene_accession_id,MGI:97838
analysis_id,9769gahwe2ynhzf
