parameter_id,IMPC_CSD_070_001
parameter_name,Lower teeth appearance
mouse_life_stage,Early adult
gene_symbol,Morn5
mouse_strain,C57BL
gene_accession_id,MGI:1922745
pvalue,0.7708068
analysis_id,510m08016k1x76f
