gene_symbol,Frmpd1
mouse_strain,C57BL
analysis_id,0vz186thf5p2oy6
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
parameter_id,JAXLA_GRS_011_001
pvalue,0.1926138
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
