mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
pvalue,0.9532556
parameter_id,IMPC_CBC_009_001
analysis_id,8323vt7249f9yg7
parameter_name,Calcium
mouse_strain,C57BL
