parameter_id,IMPC_CSD_029_001
pvalue,0.899218
mouse_life_stage,Early adult
mouse_strain,C3H
gene_symbol,Mecom
gene_accession_id,MGI:95457
parameter_name,Activity (body position)
analysis_id,mjcqampwk9w8pu0
