gene_symbol,Slc39a10
mouse_life_stage,E9.5
analysis_id,8edkz7r9e6z0uh1
parameter_name,Lens
pvalue,0.8481239
gene_accession_id,MGI:1914515
mouse_strain,C57BL
parameter_id,IMPC_EYE_016_001
