parameter_id,JAX_LDT_009_001
parameter_name,Percent time in light
pvalue,0.3075948
mouse_life_stage,Early adult
gene_accession_id,MGI:1345282
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,brb4z5x1j6jp30h
