gene_symbol,Sass6
parameter_id,IMPC_HEM_030_001
pvalue,0.6827148
mouse_life_stage,E9.5
gene_accession_id,MGI:1920026
parameter_name,Neutrophil cell count
mouse_strain,C57BL
analysis_id,3325913m80qx5ma
