gene_symbol,Ubxn11
pvalue,0.1355841
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914836
parameter_name,Calcium
analysis_id,14xo99dsl50ns9z
parameter_id,HMGULA_CBC_009_001
