gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_id,ESLIM_007_001_015
analysis_id,r7h6gj4p0644r97
parameter_name,Number of centre entries
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
pvalue,0.9538753
