parameter_id,JAX_SLW_014_001
parameter_name,Breath rate during sleep standard deviation
gene_accession_id,MGI:1916222
pvalue,0.7850236
mouse_strain,C57BL
gene_symbol,Tatdn3
mouse_life_stage,Early adult
analysis_id,0s3j3qper0qzo3y
