parameter_id,JAX_LDT_003_001
mouse_life_stage,Early adult
parameter_name,Time mobile light side
pvalue,0.2777706
gene_symbol,Rab13
gene_accession_id,MGI:1927232
analysis_id,84417o01yu9h237
mouse_strain,C57BL
