parameter_id,IMPC_CSD_051_002
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,4pww8i2pbpvf5du
gene_symbol,Lpgat1
pvalue,0.09784255
parameter_name,Hindlimb nail - number
gene_accession_id,MGI:2446186
