mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
pvalue,0.2330879
analysis_id,7rp587n2828w8g9
mouse_strain,C57BL
parameter_name,Fractional Shortening
gene_symbol,Snap23
parameter_id,IMPC_ECH_005_001
