pvalue,0.8083356
mouse_strain,C57BL
parameter_id,MGP_MLN_071_001
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
analysis_id,012d74b2419786w
mouse_life_stage,Middle aged adult
parameter_name,Resting Treg cells - % of CD45+
