gene_symbol,NUCKS1
gene_accession_id,MGI:1934811
pvalue,0.8461911
analysis_id,542w791r3cz5we0
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
parameter_id,IMPC_IMM_004_002
mouse_strain,C57BL
mouse_life_stage,Late adult
