gene_symbol,Rnf114
mouse_life_stage,Early adult
parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
gene_accession_id,MGI:1933159
analysis_id,qiv82p0496808xz
pvalue,0.7309728
mouse_strain,C57BL
