gene_symbol,Nucks1
gene_accession_id,MGI:1934811
parameter_name,Prepulse inhibition - PP3
pvalue,0.2160358
mouse_life_stage,Early adult
analysis_id,w0w8pf64p5qaj92
parameter_id,ESLIM_011_001_703
mouse_strain,C57BL
