parameter_name,Periphery resting time
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
gene_symbol,Cds2
analysis_id,606q45epatk6vhz
pvalue,0.7125837
mouse_strain,129SV
parameter_id,HRWLLA_OFD_011_001
