gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
mouse_strain,C57BL
parameter_id,MGP_MLN_032_001
analysis_id,e3437gvzwt13w8b
mouse_life_stage,Early adult
pvalue,0.7625495
parameter_name,Effector NK cells - % of NK cells
