parameter_name,Distance travelled - total
parameter_id,IMPC_OFD_020_001
gene_symbol,Cntfr
mouse_life_stage,Early adult
pvalue,0.125874
mouse_strain,129SV
gene_accession_id,MGI:99605
analysis_id,60jprkt13017i08
