gene_symbol,Snap23
analysis_id,a68z8fg6vktdb6k
pvalue,0.5905631
parameter_id,IMPC_XRY_065_001
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
parameter_name,Lumbar processes
mouse_strain,C57BL
