parameter_name,Weight
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,myau9nfe5msix15
gene_symbol,Kif24
pvalue,0.8677884
gene_accession_id,MGI:1918345
parameter_id,CCP_LFO_001_001
