mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_id,MGP_IMM_022_001
gene_symbol,Extl1
pvalue,0.9356999
mouse_life_stage,Early adult
analysis_id,g40rmin1b65uw0d
parameter_name,KLRG1+ gd T cells - % of gd T cells
