mouse_life_stage,Early adult
pvalue,0.6580988
parameter_id,MGP_MLN_014_001
analysis_id,94184722po164xd
parameter_name,Resting CD8+ T cells - % of CD8+
gene_accession_id,MGI:95835
gene_symbol,Hspa5
mouse_strain,C57BL
