gene_symbol,Zmynd8
parameter_name,Center permanence time
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.1732536
parameter_id,IMPC_OFD_016_001
analysis_id,fq5610b65n4xoi9
gene_accession_id,MGI:1918025
