parameter_id,JAX_SLW_014_001
parameter_name,Breath rate during sleep standard deviation
gene_accession_id,MGI:894679
pvalue,0.8672789
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,3ui3938636ucs95
gene_symbol,Bach2
